p_0,p_1,p_2,p_3,p_4,p_5,p_6,libres,ocupados,hora,dia_semana
0,1,0,0,0,0,0,6,1,1111,3
0,1,0,0,0,0,0,6,1,1110,3
0,1,0,0,0,0,0,6,1,1109,3
0,1,0,0,0,0,0,6,1,1108,3
0,1,0,0,0,0,0,6,1,1107,3
0,0,0,0,1,0,0,6,1,946,1
0,1,0,0,0,0,0,6,1,1121,3
0,1,0,0,0,0,0,6,1,1122,3
0,1,0,0,0,0,0,6,1,1123,3
0,1,0,0,0,0,0,6,1,1124,3
1,0,0,0,0,0,0,6,1,1328,1
0,1,0,0,0,0,0,6,1,1132,3
1,0,0,0,0,0,0,6,1,1330,1
0,0,0,1,0,0,0,6,1,426,2
0,0,0,1,0,0,0,6,1,427,2
0,0,0,0,0,1,0,6,1,1151,2
0,0,0,1,0,0,0,6,1,428,2
1,0,0,0,0,0,0,6,1,1326,1
0,0,0,1,0,0,0,6,1,429,2
0,1,0,0,0,0,0,6,1,1129,3
0,1,0,0,0,0,0,6,1,1128,3
0,0,0,0,1,0,0,6,1,955,1
0,0,0,0,1,0,0,6,1,954,1
0,1,0,0,0,0,0,6,1,1127,3
0,1,0,0,0,0,0,6,1,1126,3
0,1,0,0,0,0,0,6,1,1125,3
0,1,0,0,0,0,0,6,1,1131,3
0,0,0,0,0,0,1,6,1,1172,2
1,0,0,0,0,0,0,6,1,1282,1
1,0,0,0,0,0,0,6,1,1280,1
0,0,0,0,0,0,1,6,1,1150,2
0,0,0,0,0,0,1,6,1,1149,2
0,0,0,0,0,0,1,6,1,1148,2
0,0,0,0,0,0,1,6,1,1147,2
0,1,0,0,0,0,0,6,1,1141,3
0,0,0,0,0,0,1,6,1,1146,2
0,0,0,0,0,0,1,6,1,1145,2
0,0,0,0,0,0,1,6,1,1144,2
0,0,0,0,0,0,1,6,1,1143,2
0,0,0,0,0,0,1,6,1,1142,2
0,0,0,0,0,0,1,6,1,1141,2
0,0,0,0,0,0,1,6,1,1140,2
0,0,0,0,0,0,1,6,1,1139,2
0,0,0,0,0,0,1,6,1,1138,2
0,0,0,0,0,0,1,6,1,1137,2
0,0,0,0,0,0,1,6,1,1151,2
0,0,0,0,0,0,1,6,1,1152,2
0,0,0,0,0,0,1,6,1,1153,2
0,0,0,0,0,0,1,6,1,1154,2
0,0,0,0,0,0,1,6,1,1170,2
0,0,0,0,0,0,1,6,1,1169,2
0,0,0,0,0,0,1,6,1,1168,2
0,0,0,0,0,0,1,6,1,1167,2
0,0,0,0,0,0,1,6,1,1166,2
0,0,0,0,0,0,1,6,1,1165,2
0,0,0,0,0,0,1,6,1,1164,2
0,0,0,0,0,0,1,6,1,1136,2
0,0,0,0,0,0,1,6,1,1163,2
0,0,0,0,0,0,1,6,1,1161,2
0,0,0,0,0,0,1,6,1,1160,2
0,0,0,0,0,0,1,6,1,1159,2
0,0,0,0,0,0,1,6,1,1158,2
0,0,0,0,0,0,1,6,1,1157,2
0,0,0,0,0,0,1,6,1,1156,2
0,0,0,0,0,0,1,6,1,1155,2
0,0,0,0,0,0,1,6,1,1162,2
1,0,0,0,0,0,0,6,1,1281,1
0,0,0,0,0,0,1,6,1,1135,2
0,1,0,0,0,0,0,6,1,1140,3
0,0,0,0,1,0,0,6,1,1191,1
0,0,0,0,1,0,0,6,1,1192,1
0,0,0,0,1,0,0,6,1,1193,1
0,0,0,0,1,0,0,6,1,1194,1
0,0,0,0,1,0,0,6,1,1195,1
0,0,0,0,1,0,0,6,1,1196,1
0,0,0,0,1,0,0,6,1,1197,1
0,0,0,0,0,0,1,6,1,1228,1
1,0,0,0,0,0,0,6,1,1273,1
1,0,0,0,0,0,0,6,1,1274,1
1,0,0,0,0,0,0,6,1,1275,1
1,0,0,0,0,0,0,6,1,1276,1
1,0,0,0,0,0,0,6,1,1277,1
1,0,0,0,0,0,0,6,1,1278,1
1,0,0,0,0,0,0,6,1,1279,1
0,0,0,0,1,0,0,6,1,1190,1
0,0,0,0,1,0,0,6,1,1189,1
0,0,0,0,1,0,0,6,1,1188,1
0,0,0,0,1,0,0,6,1,1187,1
0,0,0,0,0,0,1,6,1,1132,2
0,0,0,0,0,0,1,6,1,1131,2
0,0,1,0,0,0,0,6,1,1006,3
0,0,0,0,0,0,1,6,1,1130,2
0,0,0,0,0,0,1,6,1,1129,2
0,0,0,0,0,0,1,6,1,1128,2
0,0,0,0,0,0,1,6,1,1127,2
0,0,0,0,0,0,1,6,1,1134,2
0,1,0,0,0,0,0,6,1,1139,3
0,1,0,0,0,0,0,6,1,1124,2
0,1,0,0,0,0,0,6,1,1138,3
0,1,0,0,0,0,0,6,1,1137,3
0,1,0,0,0,0,0,6,1,1136,3
0,1,0,0,0,0,0,6,1,1135,3
0,0,0,0,1,0,0,6,1,1185,1
0,1,0,0,0,0,0,6,1,1134,3
0,0,0,0,0,0,1,6,1,1125,2
0,0,1,0,0,0,0,6,1,1005,3
0,0,0,0,0,1,0,6,1,886,1
0,0,1,0,0,0,0,6,1,1003,3
0,0,0,0,1,0,0,6,1,594,3
0,0,0,0,1,0,0,6,1,595,3
0,0,0,0,1,0,0,6,1,596,3
0,0,0,0,1,0,0,6,1,597,3
0,0,0,0,1,0,0,6,1,598,3
0,0,0,0,1,0,0,6,1,599,3
0,0,0,0,1,0,0,6,1,600,3
0,0,0,0,1,0,0,6,1,601,3
0,0,0,0,1,0,0,6,1,602,3
1,0,0,0,0,0,0,6,1,791,4
1,0,0,0,0,0,0,6,1,792,4
0,0,0,0,1,0,0,6,1,593,3
1,0,0,0,0,0,0,6,1,793,4
1,0,0,0,0,0,0,6,1,795,4
1,0,0,0,0,0,0,6,1,796,4
1,0,0,0,0,0,0,6,1,797,4
1,0,0,0,0,0,0,6,1,798,4
0,0,0,0,1,0,0,6,1,603,3
0,0,0,0,1,0,0,6,1,604,3
0,0,0,0,1,0,0,6,1,605,3
0,0,0,0,1,0,0,6,1,606,3
0,0,0,0,1,0,0,6,1,607,3
0,0,0,0,1,0,0,6,1,608,3
1,0,0,0,0,0,0,6,1,799,4
1,0,0,0,0,0,0,6,1,794,4
1,0,0,0,0,0,0,6,1,801,4
0,0,0,0,1,0,0,6,1,592,3
0,0,0,0,1,0,0,6,1,590,3
0,0,0,0,0,0,1,6,1,925,3
0,0,0,0,0,0,1,6,1,926,3
0,0,0,0,0,0,1,6,1,927,3
0,0,0,0,0,0,1,6,1,928,3
0,0,0,0,0,0,1,6,1,929,3
0,0,0,0,0,0,1,6,1,930,3
0,0,0,1,0,0,0,6,1,977,3
1,0,0,0,0,0,0,6,1,538,3
1,0,0,0,0,0,0,6,1,548,3
0,0,1,0,0,0,0,6,1,563,3
0,0,0,0,1,0,0,6,1,576,3
0,0,0,0,1,0,0,6,1,591,3
0,0,0,0,1,0,0,6,1,577,3
0,0,0,0,1,0,0,6,1,579,3
0,0,0,0,1,0,0,6,1,580,3
0,0,0,0,1,0,0,6,1,581,3
0,0,0,0,1,0,0,6,1,582,3
0,0,0,0,1,0,0,6,1,583,3
0,0,0,0,1,0,0,6,1,584,3
0,0,0,0,1,0,0,6,1,585,3
0,0,0,0,1,0,0,6,1,586,3
0,0,0,0,1,0,0,6,1,587,3
0,0,0,0,1,0,0,6,1,588,3
0,0,0,0,1,0,0,6,1,589,3
0,0,0,0,1,0,0,6,1,578,3
1,0,0,0,0,0,0,6,1,802,4
1,0,0,0,0,0,0,6,1,803,4
1,0,0,0,0,0,0,6,1,804,4
0,0,1,0,0,0,0,6,1,926,3
0,0,1,0,0,0,0,6,1,927,3
0,0,1,0,0,0,0,6,1,928,3
0,0,1,0,0,0,0,6,1,929,3
0,0,1,0,0,0,0,6,1,930,3
0,0,1,0,0,0,0,6,1,931,3
0,0,1,0,0,0,0,6,1,932,3
0,0,1,0,0,0,0,6,1,933,3
0,0,1,0,0,0,0,6,1,934,3
0,0,0,1,0,0,0,6,1,552,0
0,0,0,1,0,0,0,6,1,551,0
0,0,1,0,0,0,0,6,1,925,3
0,0,1,0,0,0,0,6,1,935,3
0,0,1,0,0,0,0,6,1,936,3
0,0,0,1,0,0,0,6,1,547,0
0,0,0,1,0,0,0,6,1,546,0
0,0,0,1,0,0,0,6,1,545,0
0,0,1,0,0,0,0,6,1,937,3
0,0,0,1,0,0,0,6,1,543,0
0,0,0,1,0,0,0,6,1,542,0
0,0,1,0,0,0,0,6,1,938,3
0,0,0,0,0,1,0,6,1,786,1
0,0,0,0,0,1,0,6,1,788,1
0,0,0,0,0,1,0,6,1,789,1
0,0,0,1,0,0,0,6,1,549,0
0,1,0,0,0,0,0,6,1,701,3
0,1,0,0,0,0,0,6,1,679,3
1,0,0,0,0,0,0,6,1,830,4
1,0,0,0,0,0,0,6,1,805,4
1,0,0,0,0,0,0,6,1,806,4
1,0,0,0,0,0,0,6,1,807,4
1,0,0,0,0,0,0,6,1,808,4
1,0,0,0,0,0,0,6,1,809,4
1,0,0,0,0,0,0,6,1,810,4
1,0,0,0,0,0,0,6,1,811,4
1,0,0,0,0,0,0,6,1,812,4
1,0,0,0,0,0,0,6,1,813,4
1,0,0,0,0,0,0,6,1,814,4
1,0,0,0,0,0,0,6,1,815,4
1,0,0,0,0,0,0,6,1,816,4
1,0,0,0,0,0,0,6,1,817,4
1,0,0,0,0,0,0,6,1,818,4
1,0,0,0,0,0,0,6,1,819,4
1,0,0,0,0,0,0,6,1,820,4
1,0,0,0,0,0,0,6,1,821,4
1,0,0,0,0,0,0,6,1,822,4
1,0,0,0,0,0,0,6,1,823,4
1,0,0,0,0,0,0,6,1,824,4
1,0,0,0,0,0,0,6,1,825,4
1,0,0,0,0,0,0,6,1,826,4
1,0,0,0,0,0,0,6,1,827,4
1,0,0,0,0,0,0,6,1,828,4
1,0,0,0,0,0,0,6,1,829,4
0,0,0,0,0,0,1,6,1,924,3
0,0,0,0,0,0,1,6,1,923,3
1,0,0,0,0,0,0,6,1,1321,2
1,0,0,0,0,0,0,6,1,1322,2
0,0,1,0,0,0,0,6,1,823,3
0,0,1,0,0,0,0,6,1,822,3
0,0,1,0,0,0,0,6,1,821,3
0,0,1,0,0,0,0,6,1,820,3
0,0,1,0,0,0,0,6,1,819,3
0,0,1,0,0,0,0,6,1,818,3
0,0,1,0,0,0,0,6,1,817,3
0,0,1,0,0,0,0,6,1,815,3
0,0,1,0,0,0,0,6,1,814,3
0,0,1,0,0,0,0,6,1,813,3
0,0,1,0,0,0,0,6,1,812,3
0,0,1,0,0,0,0,6,1,824,3
0,0,1,0,0,0,0,6,1,811,3
0,0,1,0,0,0,0,6,1,809,3
0,0,1,0,0,0,0,6,1,808,3
0,0,1,0,0,0,0,6,1,807,3
0,0,1,0,0,0,0,6,1,806,3
0,0,1,0,0,0,0,6,1,805,3
0,0,1,0,0,0,0,6,1,804,3
0,0,1,0,0,0,0,6,1,803,3
0,0,1,0,0,0,0,6,1,802,3
0,0,1,0,0,0,0,6,1,801,3
0,0,1,0,0,0,0,6,1,800,3
0,0,1,0,0,0,0,6,1,799,3
0,0,1,0,0,0,0,6,1,810,3
0,0,1,0,0,0,0,6,1,825,3
0,0,1,0,0,0,0,6,1,826,3
0,0,1,0,0,0,0,6,1,827,3
0,0,1,0,0,0,0,6,1,851,3
0,0,1,0,0,0,0,6,1,850,3
0,0,1,0,0,0,0,6,1,849,3
0,0,1,0,0,0,0,6,1,848,3
0,0,1,0,0,0,0,6,1,847,3
0,0,1,0,0,0,0,6,1,846,3
0,0,1,0,0,0,0,6,1,845,3
0,0,1,0,0,0,0,6,1,844,3
0,0,1,0,0,0,0,6,1,852,3
0,0,1,0,0,0,0,6,1,843,3
0,0,1,0,0,0,0,6,1,842,3
0,0,1,0,0,0,0,6,1,841,3
0,0,1,0,0,0,0,6,1,840,3
0,0,1,0,0,0,0,6,1,839,3
0,0,1,0,0,0,0,6,1,838,3
0,0,1,0,0,0,0,6,1,837,3
0,0,1,0,0,0,0,6,1,836,3
0,0,1,0,0,0,0,6,1,835,3
0,0,1,0,0,0,0,6,1,834,3
0,0,1,0,0,0,0,6,1,833,3
0,0,1,0,0,0,0,6,1,832,3
0,0,1,0,0,0,0,6,1,831,3
0,0,1,0,0,0,0,6,1,830,3
0,0,1,0,0,0,0,6,1,829,3
0,0,1,0,0,0,0,6,1,828,3
0,0,1,0,0,0,0,6,1,798,3
0,0,0,0,0,1,0,6,1,790,1
0,0,1,0,0,0,0,6,1,797,3
0,0,1,0,0,0,0,6,1,795,3
1,0,0,0,0,0,0,6,1,463,3
1,0,0,0,0,0,0,6,1,473,3
0,0,0,1,0,0,0,6,1,486,3
0,0,0,1,0,0,0,6,1,487,3
0,0,0,1,0,0,0,6,1,488,3
0,0,0,1,0,0,0,6,1,489,3
0,0,0,1,0,0,0,6,1,490,3
0,0,0,1,0,0,0,6,1,491,3
0,0,0,1,0,0,0,6,1,492,3
0,0,1,0,0,0,0,6,1,863,3
0,0,1,0,0,0,0,6,1,864,3
1,0,0,0,0,0,0,6,1,460,3
0,0,1,0,0,0,0,6,1,865,3
0,0,0,0,1,0,0,6,1,500,3
0,0,0,0,1,0,0,6,1,499,3
0,0,0,0,1,0,0,6,1,498,3
1,0,0,0,0,0,0,6,1,1330,2
1,0,0,0,0,0,0,6,1,1329,2
1,0,0,0,0,0,0,6,1,1328,2
1,0,0,0,0,0,0,6,1,1327,2
1,0,0,0,0,0,0,6,1,1326,2
1,0,0,0,0,0,0,6,1,1325,2
1,0,0,0,0,0,0,6,1,1324,2
1,0,0,0,0,0,0,6,1,1323,2
0,0,0,0,1,0,0,6,1,501,3
1,0,0,0,0,0,0,6,1,409,3
1,0,0,0,0,0,0,6,1,408,3
1,0,0,0,0,0,0,6,1,402,3
0,0,1,0,0,0,0,6,1,794,3
0,0,1,0,0,0,0,6,1,793,3
0,0,1,0,0,0,0,6,1,792,3
0,0,1,0,0,0,0,6,1,791,3
0,0,1,0,0,0,0,6,1,790,3
0,0,1,0,0,0,0,6,1,789,3
0,0,1,0,0,0,0,6,1,788,3
0,0,1,0,0,0,0,6,1,787,3
0,0,1,0,0,0,0,6,1,786,3
0,0,1,0,0,0,0,6,1,785,3
0,0,1,0,0,0,0,6,1,784,3
0,0,1,0,0,0,0,6,1,853,3
0,0,1,0,0,0,0,6,1,854,3
0,0,1,0,0,0,0,6,1,855,3
0,0,1,0,0,0,0,6,1,856,3
0,0,1,0,0,0,0,6,1,857,3
0,0,1,0,0,0,0,6,1,858,3
0,0,1,0,0,0,0,6,1,859,3
0,0,1,0,0,0,0,6,1,860,3
0,0,1,0,0,0,0,6,1,861,3
0,0,1,0,0,0,0,6,1,862,3
1,0,0,0,0,0,0,6,1,362,3
1,0,0,0,0,0,0,6,1,364,3
1,0,0,0,0,0,0,6,1,367,3
1,0,0,0,0,0,0,6,1,389,3
0,0,1,0,0,0,0,6,1,796,3
0,0,0,0,0,1,0,6,1,791,1
0,0,0,0,0,1,0,6,1,792,1
0,0,0,0,0,1,0,6,1,793,1
0,0,1,0,0,0,0,6,1,948,3
0,0,1,0,0,0,0,6,1,949,3
0,0,1,0,0,0,0,6,1,950,3
0,0,1,0,0,0,0,6,1,951,3
0,0,1,0,0,0,0,6,1,952,3
0,0,1,0,0,0,0,6,1,953,3
0,0,1,0,0,0,0,6,1,954,3
0,0,1,0,0,0,0,6,1,955,3
0,0,1,0,0,0,0,6,1,956,3
0,0,1,0,0,0,0,6,1,957,3
0,1,0,0,0,0,0,6,1,897,1
0,0,1,0,0,0,0,6,1,947,3
0,0,1,0,0,0,0,6,1,958,3
0,0,1,0,0,0,0,6,1,959,3
0,0,1,0,0,0,0,6,1,960,3
0,0,1,0,0,0,0,6,1,961,3
0,0,1,0,0,0,0,6,1,962,3
0,0,1,0,0,0,0,6,1,963,3
0,0,1,0,0,0,0,6,1,964,3
0,0,1,0,0,0,0,6,1,965,3
0,0,1,0,0,0,0,6,1,966,3
0,0,1,0,0,0,0,6,1,967,3
0,0,1,0,0,0,0,6,1,968,3
0,0,1,0,0,0,0,6,1,969,3
0,1,0,0,0,0,0,6,1,899,1
0,0,0,0,1,0,0,6,1,1299,2
0,0,1,0,0,0,0,6,1,946,3
0,0,0,0,1,0,0,6,1,1301,2
0,1,0,0,0,0,0,6,1,427,3
0,1,0,0,0,0,0,6,1,426,3
0,1,0,0,0,0,0,6,1,425,3
0,1,0,0,0,0,0,6,1,1327,2
0,1,0,0,0,0,0,6,1,1322,2
0,0,0,0,1,0,0,6,1,1321,2
0,0,0,0,1,0,0,6,1,1320,2
0,0,0,0,1,0,0,6,1,1319,2
0,0,1,0,0,0,0,6,1,939,3
0,0,0,0,1,0,0,6,1,1317,2
0,0,0,0,1,0,0,6,1,1316,2
0,0,0,0,1,0,0,6,1,1315,2
0,0,1,0,0,0,0,6,1,940,3
0,0,0,0,1,0,0,6,1,1313,2
0,0,0,0,1,0,0,6,1,1312,2
0,0,0,0,1,0,0,6,1,1311,2
0,0,0,0,1,0,0,6,1,1310,2
0,0,0,0,1,0,0,6,1,1309,2
0,0,0,0,1,0,0,6,1,1308,2
0,0,1,0,0,0,0,6,1,941,3
0,0,1,0,0,0,0,6,1,942,3
0,0,0,0,1,0,0,6,1,1305,2
0,0,1,0,0,0,0,6,1,943,3
0,0,1,0,0,0,0,6,1,944,3
0,0,1,0,0,0,0,6,1,945,3
0,0,1,0,0,0,0,6,1,970,3
0,1,0,0,0,0,0,6,1,428,3
0,0,1,0,0,0,0,6,1,971,3
0,0,1,0,0,0,0,6,1,973,3
0,1,0,0,0,0,0,6,1,1035,2
0,1,0,0,0,0,0,6,1,1036,2
0,1,0,0,0,0,0,6,1,1037,2
0,1,0,0,0,0,0,6,1,1038,2
0,0,1,0,0,0,0,6,1,987,3
0,1,0,0,0,0,0,6,1,1039,2
0,1,0,0,0,0,0,6,1,1040,2
0,1,0,0,0,0,0,6,1,1041,2
0,1,0,0,0,0,0,6,1,1042,2
0,0,1,0,0,0,0,6,1,988,3
0,0,1,0,0,0,0,6,1,989,3
0,1,0,0,0,0,0,6,1,1034,2
0,0,1,0,0,0,0,6,1,990,3
0,0,1,0,0,0,0,6,1,992,3
0,0,1,0,0,0,0,6,1,993,3
0,0,1,0,0,0,0,6,1,994,3
0,0,1,0,0,0,0,6,1,995,3
0,0,1,0,0,0,0,6,1,996,3
0,0,1,0,0,0,0,6,1,997,3
0,0,1,0,0,0,0,6,1,998,3
0,0,1,0,0,0,0,6,1,999,3
0,0,1,0,0,0,0,6,1,1000,3
0,0,1,0,0,0,0,6,1,1001,3
0,0,1,0,0,0,0,6,1,1002,3
0,0,1,0,0,0,0,6,1,991,3
0,0,1,0,0,0,0,6,1,986,3
0,1,0,0,0,0,0,6,1,1032,2
0,1,0,0,0,0,0,6,1,1031,2
0,0,1,0,0,0,0,6,1,974,3
0,0,1,0,0,0,0,6,1,975,3
0,0,1,0,0,0,0,6,1,976,3
0,0,1,0,0,0,0,6,1,977,3
0,0,1,0,0,0,0,6,1,978,3
0,0,1,0,0,0,0,6,1,979,3
0,0,1,0,0,0,0,6,1,980,3
0,0,1,0,0,0,0,6,1,981,3
0,0,1,0,0,0,0,6,1,982,3
0,0,1,0,0,0,0,6,1,983,3
0,0,1,0,0,0,0,6,1,984,3
1,0,0,0,0,0,0,6,1,495,0
1,0,0,0,0,0,0,6,1,476,0
1,0,0,0,0,0,0,6,1,474,0
1,0,0,0,0,0,0,6,1,464,0
0,1,0,0,0,0,0,6,1,1021,2
0,1,0,0,0,0,0,6,1,1022,2
0,1,0,0,0,0,0,6,1,1023,2
0,0,1,0,0,0,0,6,1,985,3
0,1,0,0,0,0,0,6,1,1025,2
0,1,0,0,0,0,0,6,1,1026,2
0,1,0,0,0,0,0,6,1,1027,2
0,1,0,0,0,0,0,6,1,1028,2
0,1,0,0,0,0,0,6,1,1029,2
0,1,0,0,0,0,0,6,1,1030,2
0,0,1,0,0,0,0,6,1,972,3
0,0,1,0,0,0,0,6,1,1004,3
0,1,0,0,0,0,0,6,1,429,3
0,1,0,0,0,0,0,6,1,431,3
0,0,0,0,0,1,0,6,1,823,1
0,0,0,0,0,1,0,6,1,824,1
0,0,0,0,0,1,0,6,1,825,1
0,0,0,0,0,1,0,6,1,826,1
0,0,0,0,0,1,0,6,1,827,1
0,0,0,0,0,1,0,6,1,828,1
0,0,0,0,0,1,0,6,1,829,1
0,0,0,0,0,1,0,6,1,830,1
0,0,0,0,0,1,0,6,1,831,1
0,0,0,0,0,1,0,6,1,832,1
0,0,0,0,0,1,0,6,1,833,1
0,0,0,0,0,1,0,6,1,822,1
0,0,0,0,0,1,0,6,1,834,1
0,0,0,0,0,1,0,6,1,836,1
0,0,0,0,0,1,0,6,1,837,1
0,0,0,0,0,1,0,6,1,838,1
0,0,0,0,0,1,0,6,1,839,1
0,0,0,0,0,1,0,6,1,840,1
0,0,0,0,0,1,0,6,1,841,1
0,0,0,0,0,1,0,6,1,842,1
0,0,0,0,0,1,0,6,1,843,1
0,0,0,0,0,1,0,6,1,844,1
0,0,0,0,0,1,0,6,1,845,1
0,0,0,0,0,1,0,6,1,846,1
0,0,0,0,0,1,0,6,1,835,1
0,0,0,0,0,1,0,6,1,821,1
0,0,0,0,0,1,0,6,1,820,1
0,0,0,0,0,1,0,6,1,819,1
0,0,0,0,0,1,0,6,1,794,1
0,0,0,0,0,1,0,6,1,795,1
0,0,0,0,0,1,0,6,1,796,1
0,0,0,0,0,1,0,6,1,797,1
0,0,0,0,0,1,0,6,1,798,1
0,0,0,0,0,1,0,6,1,799,1
0,0,0,0,0,1,0,6,1,800,1
0,0,0,0,0,1,0,6,1,801,1
0,0,0,0,0,1,0,6,1,802,1
0,0,0,0,0,1,0,6,1,803,1
0,0,0,0,0,1,0,6,1,804,1
0,0,0,0,0,1,0,6,1,805,1
0,0,0,0,0,1,0,6,1,806,1
0,0,0,0,0,1,0,6,1,807,1
0,0,0,0,0,1,0,6,1,808,1
0,0,0,0,0,1,0,6,1,809,1
0,0,0,0,0,1,0,6,1,810,1
0,0,0,0,0,1,0,6,1,811,1
0,0,0,0,0,1,0,6,1,812,1
0,0,0,0,0,1,0,6,1,813,1
0,0,0,0,0,1,0,6,1,814,1
0,0,0,0,0,1,0,6,1,815,1
0,0,0,0,0,1,0,6,1,816,1
0,0,0,0,0,1,0,6,1,817,1
0,0,0,0,0,1,0,6,1,818,1
0,0,0,0,0,1,0,6,1,847,1
0,1,0,0,0,0,0,6,1,430,3
0,0,0,0,0,1,0,6,1,848,1
0,0,0,0,0,1,0,6,1,850,1
0,0,0,0,0,1,0,6,1,882,1
0,0,0,0,0,1,0,6,1,884,1
0,0,0,0,0,1,0,6,1,885,1
0,0,0,0,0,0,1,6,1,1288,2
0,0,0,0,0,1,0,6,1,887,1
0,0,0,0,0,1,0,6,1,888,1
0,0,0,0,0,1,0,6,1,889,1
0,0,0,0,0,1,0,6,1,890,1
0,0,0,0,0,1,0,6,1,891,1
0,0,0,0,0,1,0,6,1,892,1
0,0,0,0,0,1,0,6,1,893,1
0,0,0,0,0,1,0,6,1,879,1
0,1,0,0,0,0,0,6,1,444,3
0,1,0,0,0,0,0,6,1,442,3
0,1,0,0,0,0,0,6,1,441,3
0,1,0,0,0,0,0,6,1,440,3
0,1,0,0,0,0,0,6,1,439,3
0,1,0,0,0,0,0,6,1,438,3
0,1,0,0,0,0,0,6,1,437,3
0,1,0,0,0,0,0,6,1,436,3
0,1,0,0,0,0,0,6,1,435,3
0,1,0,0,0,0,0,6,1,434,3
0,1,0,0,0,0,0,6,1,433,3
0,1,0,0,0,0,0,6,1,432,3
0,1,0,0,0,0,0,6,1,443,3
0,0,0,0,0,1,0,6,1,878,1
0,0,0,0,0,1,0,6,1,877,1
0,0,0,0,0,1,0,6,1,876,1
0,0,0,0,0,1,0,6,1,851,1
0,0,0,0,0,1,0,6,1,852,1
0,0,0,0,0,1,0,6,1,853,1
0,0,0,0,0,1,0,6,1,854,1
0,0,0,0,0,1,0,6,1,855,1
0,0,0,0,0,1,0,6,1,856,1
0,0,0,0,0,1,0,6,1,857,1
0,0,0,0,0,1,0,6,1,858,1
0,0,0,0,0,1,0,6,1,859,1
0,0,0,0,0,1,0,6,1,860,1
0,0,0,0,0,1,0,6,1,861,1
0,0,0,0,0,1,0,6,1,862,1
0,0,0,0,0,1,0,6,1,863,1
0,0,0,0,0,1,0,6,1,864,1
0,0,0,0,0,1,0,6,1,865,1
0,0,0,0,0,1,0,6,1,866,1
0,0,0,0,0,1,0,6,1,867,1
0,0,0,0,0,1,0,6,1,868,1
0,0,0,0,0,1,0,6,1,869,1
0,0,0,0,0,1,0,6,1,870,1
0,0,0,0,0,1,0,6,1,871,1
0,0,0,0,0,1,0,6,1,872,1
0,0,0,0,0,1,0,6,1,873,1
0,0,0,0,0,1,0,6,1,874,1
0,0,0,0,0,1,0,6,1,875,1
0,0,0,0,0,1,0,6,1,849,1
0,0,0,0,0,0,1,6,1,1289,2
0,1,0,0,0,0,0,6,1,1151,3
0,0,0,0,0,0,1,6,1,1291,2
1,0,0,0,0,0,0,6,1,1309,1
1,0,0,0,0,0,0,6,1,1308,1
1,0,0,0,0,0,0,6,1,1307,1
1,0,0,0,0,0,0,6,1,1306,1
1,0,0,0,0,0,0,6,1,1305,1
1,0,0,0,0,0,0,6,1,1304,1
1,0,0,0,0,0,0,6,1,1303,1
1,0,0,0,0,0,0,6,1,1302,1
1,0,0,0,0,0,0,6,1,1301,1
1,0,0,0,0,0,0,6,1,1300,1
1,0,0,0,0,0,0,6,1,1299,1
1,0,0,0,0,0,0,6,1,1298,1
1,0,0,0,0,0,0,6,1,1297,1
1,0,0,0,0,0,0,6,1,1295,1
1,0,0,0,0,0,0,6,1,1294,1
1,0,0,0,0,0,0,6,1,1293,1
1,0,0,0,0,0,0,6,1,1292,1
0,0,0,0,1,0,0,6,1,1238,2
0,0,0,0,1,0,0,6,1,1239,2
0,0,0,0,1,0,0,6,1,1240,2
0,0,0,0,1,0,0,6,1,1241,2
0,0,0,0,1,0,0,6,1,1242,2
0,0,0,0,1,0,0,6,1,1243,2
1,0,0,0,0,0,0,6,1,1310,1
1,0,0,0,0,0,0,6,1,1285,1
0,0,0,0,1,0,0,6,1,1244,2
1,0,0,0,0,0,0,6,1,1287,1
1,0,0,0,0,0,0,6,1,1288,1
1,0,0,0,0,0,0,6,1,1289,1
1,0,0,0,0,0,0,6,1,1290,1
1,0,0,0,0,0,0,6,1,1291,1
1,0,0,0,0,0,0,6,1,1286,1
1,0,0,0,0,0,0,6,1,1311,1
1,0,0,0,0,0,0,6,1,1312,1
1,0,0,0,0,0,0,6,1,1313,1
0,0,0,0,0,0,1,6,1,1419,3
0,0,0,0,0,0,1,6,1,1418,3
0,0,0,0,0,0,1,6,1,1417,3
0,0,0,0,0,0,1,6,1,1416,3
0,0,0,0,0,0,1,6,1,1415,3
0,0,0,0,0,0,1,6,1,1414,3
0,0,0,0,0,0,1,6,1,1420,3
0,0,0,0,0,0,1,6,1,1413,3
0,0,0,0,0,0,1,6,1,1411,3
0,0,0,0,0,0,1,6,1,1410,3
0,0,0,0,0,0,1,6,1,1409,3
0,0,0,0,0,0,1,6,1,1408,3
0,0,0,0,0,0,1,6,1,1407,3
0,0,0,0,0,0,1,6,1,1406,3
0,0,0,0,0,0,1,6,1,1412,3
0,0,0,0,1,0,0,6,1,1237,2
0,0,0,0,0,0,1,6,1,1421,3
0,0,0,0,0,0,1,6,1,1423,3
1,0,0,0,0,0,0,6,1,1314,1
0,0,0,1,0,0,0,6,1,482,4
0,0,0,0,0,0,1,6,1,1436,3
0,0,0,0,0,0,1,6,1,1435,3
0,0,0,0,0,0,1,6,1,1434,3
0,0,0,0,0,0,1,6,1,1432,3
0,0,0,0,0,0,1,6,1,1422,3
0,0,0,0,0,0,1,6,1,1431,3
