p_0,p_1,p_2,p_3,p_4,p_5,p_6,libres,ocupados,hora,dia_semana
1,1,1,1,1,1,1,0,7,1094,3
1,1,1,1,1,1,1,0,7,1086,3
1,1,1,1,1,1,1,0,7,1088,3
1,1,1,1,1,1,1,0,7,1089,3
1,1,1,1,1,1,1,0,7,525,1
1,1,1,1,1,1,1,0,7,526,1
1,1,1,1,1,1,1,0,7,527,1
1,1,1,1,1,1,1,0,7,528,1
1,1,1,1,1,1,1,0,7,529,1
1,1,1,1,1,1,1,0,7,530,1
1,1,1,1,1,1,1,0,7,531,1
1,1,1,1,1,1,1,0,7,532,1
1,1,1,1,1,1,1,0,7,1090,3
1,1,1,1,1,1,1,0,7,1091,3
1,1,1,1,1,1,1,0,7,1092,3
1,1,1,1,1,1,1,0,7,1093,3
1,1,1,1,1,1,1,0,7,537,1
1,1,1,1,1,1,1,0,7,1023,1
1,1,1,1,1,1,1,0,7,1024,1
1,1,1,1,1,1,1,0,7,540,1
1,1,1,1,1,1,1,0,7,1025,1
1,1,1,1,1,1,1,0,7,542,1
1,1,1,1,1,1,1,0,7,1085,3
1,1,1,1,1,1,1,0,7,1084,3
1,1,1,1,1,1,1,0,7,1087,3
1,1,1,1,1,1,1,0,7,1082,3
1,1,1,1,1,1,1,0,7,1083,3
1,1,1,1,1,1,1,0,7,1018,1
1,1,1,1,1,1,1,0,7,1019,1
1,1,1,1,1,1,1,0,7,1020,1
1,1,1,1,1,1,1,0,7,1017,1
1,1,1,1,1,1,1,0,7,1022,1
1,1,1,1,1,1,1,0,7,1080,3
1,1,1,1,1,1,1,0,7,1081,3
1,1,1,1,1,1,1,0,7,1021,1
1,1,1,1,1,1,0,1,6,1106,3
1,1,1,1,1,1,0,1,6,643,1
1,1,1,1,1,1,0,1,6,1107,3
1,1,1,1,1,1,0,1,6,655,1
1,1,1,1,1,1,0,1,6,1108,3
1,1,1,1,1,1,0,1,6,654,1
1,1,1,1,1,1,0,1,6,641,1
1,1,1,1,1,1,0,1,6,642,1
1,1,1,1,1,1,0,1,6,644,1
1,1,1,1,1,1,0,1,6,649,1
1,1,1,1,1,1,0,1,6,646,1
1,1,1,1,1,1,0,1,6,647,1
1,1,1,1,1,1,0,1,6,648,1
1,1,1,1,1,1,0,1,6,650,1
1,1,1,1,1,1,0,1,6,651,1
1,1,1,1,1,1,0,1,6,652,1
1,1,1,1,1,1,0,1,6,653,1
1,1,1,1,1,1,0,1,6,1105,3
1,1,1,1,1,1,0,1,6,645,1
1,1,1,1,1,1,0,1,6,1104,3
1,1,1,1,1,1,0,1,6,979,1
1,1,1,1,1,1,0,1,6,1102,3
1,1,1,1,1,0,1,1,6,1061,3
1,1,1,1,1,0,1,1,6,1062,3
1,1,1,1,1,0,1,1,6,1063,3
1,1,1,1,1,0,1,1,6,1064,3
1,1,1,1,1,0,1,1,6,1065,3
1,1,1,1,1,0,1,1,6,1066,3
1,1,1,1,1,0,1,1,6,1067,3
1,1,1,1,1,0,1,1,6,1068,3
1,1,1,1,1,0,1,1,6,1069,3
1,1,1,1,1,0,1,1,6,1070,3
1,1,1,1,1,0,1,1,6,1071,3
1,1,1,1,1,0,1,1,6,1072,3
1,1,1,1,1,0,1,1,6,1073,3
1,1,1,1,1,1,0,1,6,1103,3
1,1,1,1,1,0,1,1,6,1074,3
1,1,1,1,1,0,1,1,6,1076,3
1,1,1,1,1,0,1,1,6,1077,3
1,1,1,1,1,0,1,1,6,1078,3
1,1,1,1,1,0,1,1,6,1079,3
1,1,1,1,1,1,0,1,6,1109,3
1,1,1,1,1,1,0,1,6,1095,3
1,1,1,1,1,1,0,1,6,1096,3
1,1,1,1,1,1,0,1,6,1097,3
1,1,1,1,1,1,0,1,6,1098,3
1,1,1,1,1,1,0,1,6,656,1
1,1,1,1,1,1,0,1,6,1099,3
1,1,1,1,1,1,0,1,6,1100,3
1,1,1,1,1,1,0,1,6,1101,3
1,1,1,1,1,0,1,1,6,1075,3
1,1,1,1,1,1,0,1,6,1110,3
1,1,1,1,1,1,0,1,6,627,1
1,1,1,1,1,1,0,1,6,637,1
1,0,1,1,1,1,1,1,6,970,1
1,0,1,1,1,1,1,1,6,971,1
1,1,1,1,1,1,0,1,6,526,1
1,1,1,1,1,1,0,1,6,525,1
1,1,1,1,1,1,0,1,6,524,1
1,1,1,1,1,1,0,1,6,523,1
1,1,1,1,1,1,0,1,6,522,1
1,1,1,1,1,1,0,1,6,521,1
1,1,1,1,1,1,0,1,6,520,1
1,1,1,1,1,1,0,1,6,519,1
1,1,1,1,1,1,0,1,6,518,1
1,1,1,1,1,1,0,1,6,517,1
1,1,1,1,1,1,0,1,6,516,1
1,1,1,1,1,1,0,1,6,515,1
1,0,1,1,1,1,1,1,6,969,1
1,1,1,1,0,1,1,1,6,645,1
1,1,1,1,0,1,1,1,6,596,1
1,1,1,1,0,1,1,1,6,591,1
1,1,1,1,1,1,0,1,6,968,1
1,1,1,1,1,1,0,1,6,969,1
1,1,1,1,1,1,0,1,6,970,1
1,1,1,1,1,1,0,1,6,971,1
1,1,1,1,1,1,0,1,6,972,1
1,1,1,1,1,1,0,1,6,973,1
1,1,1,1,1,1,0,1,6,974,1
1,1,1,1,1,1,0,1,6,975,1
1,1,1,1,1,1,0,1,6,976,1
1,1,1,1,1,1,0,1,6,977,1
1,1,1,1,1,1,0,1,6,980,1
1,1,1,1,1,1,0,1,6,981,1
1,1,1,1,0,1,1,1,6,638,1
1,0,1,1,1,1,1,1,6,968,1
1,0,1,1,1,1,1,1,6,967,1
1,0,1,1,1,1,1,1,6,965,1
1,1,1,1,1,1,0,1,6,636,1
1,1,1,1,1,1,0,1,6,1111,3
1,1,1,1,1,1,0,1,6,1112,3
1,1,1,0,1,1,1,1,6,973,2
1,1,1,0,1,1,1,1,6,972,2
1,1,1,0,1,1,1,1,6,971,2
1,1,1,0,1,1,1,1,6,970,2
1,1,1,1,1,1,0,1,6,628,1
1,1,1,1,1,0,1,1,6,1060,3
1,1,1,1,1,1,0,1,6,626,1
1,1,1,1,1,1,0,1,6,625,1
1,1,1,0,1,1,1,1,6,969,2
1,1,1,1,1,1,0,1,6,623,1
1,1,1,0,1,1,1,1,6,968,2
1,1,1,1,1,1,0,1,6,621,1
1,1,1,0,1,1,1,1,6,967,2
1,1,1,1,1,1,0,1,6,619,1
1,0,1,1,1,1,1,1,6,963,1
1,0,1,1,1,1,1,1,6,962,1
1,1,1,1,1,1,0,1,6,671,2
1,1,1,1,1,1,0,1,6,605,1
1,1,1,1,1,1,0,1,6,606,1
1,1,1,1,1,1,0,1,6,607,1
1,1,1,1,1,1,0,1,6,638,1
1,1,1,1,1,1,0,1,6,608,1
1,1,1,1,1,1,0,1,6,610,1
1,1,1,1,1,1,0,1,6,612,1
1,1,1,1,1,1,0,1,6,613,1
1,1,1,1,1,1,0,1,6,614,1
1,1,1,0,1,1,1,1,6,965,2
1,1,1,0,1,1,1,1,6,966,2
1,1,1,1,1,1,0,1,6,609,1
1,1,1,1,1,0,1,1,6,1059,3
1,1,1,1,1,0,1,1,6,1049,3
1,1,1,1,1,0,1,1,6,1057,3
1,1,1,1,1,1,0,1,6,736,2
1,1,1,1,1,1,0,1,6,599,2
1,1,1,1,1,1,0,1,6,740,2
1,1,1,1,1,1,0,1,6,592,2
1,1,1,1,0,1,1,1,6,490,3
1,1,1,1,0,1,1,1,6,491,3
1,1,1,1,0,1,1,1,6,492,3
1,1,1,1,0,1,1,1,6,493,3
1,1,1,1,0,1,1,1,6,559,3
1,1,1,1,1,0,1,1,6,1033,1
1,1,1,1,1,0,1,1,6,1032,1
1,1,1,1,1,0,1,1,6,1031,1
1,1,1,1,1,0,1,1,6,1030,1
1,1,1,1,1,0,1,1,6,1029,1
1,1,1,1,1,1,0,1,6,735,2
1,1,1,1,1,0,1,1,6,1028,1
1,1,1,1,1,0,1,1,6,1026,1
1,1,1,1,1,1,0,1,6,1016,1
1,1,1,1,1,1,0,1,6,1015,1
1,1,1,1,1,1,0,1,6,1014,1
1,1,1,1,1,1,0,1,6,1013,1
1,1,1,1,1,1,0,1,6,1012,1
1,1,1,1,1,1,0,1,6,1011,1
1,1,1,1,1,1,0,1,6,1010,1
1,1,1,1,1,1,0,1,6,1009,1
1,1,1,1,1,1,0,1,6,1008,1
1,1,1,1,1,1,0,1,6,1007,1
1,1,1,1,1,1,0,1,6,1006,1
1,1,1,1,1,1,0,1,6,1005,1
1,1,1,1,1,1,0,1,6,1004,1
1,1,1,1,1,0,1,1,6,1027,1
1,1,1,1,1,1,0,1,6,1003,1
1,1,1,1,1,1,0,1,6,734,2
1,1,1,1,1,1,0,1,6,731,2
1,1,1,1,1,1,0,1,6,673,2
1,1,1,1,1,1,0,1,6,666,2
1,1,1,1,1,1,0,1,6,665,2
1,1,1,1,1,1,0,1,6,664,2
1,1,1,1,1,1,0,1,6,663,2
1,1,1,1,1,1,0,1,6,662,2
1,1,1,1,1,1,0,1,6,661,2
1,1,1,1,1,1,0,1,6,688,2
1,1,1,1,1,1,0,1,6,652,2
1,1,1,1,1,1,0,1,6,692,2
1,1,1,1,1,1,0,1,6,645,2
1,1,1,1,1,1,0,1,6,643,2
1,1,1,1,1,1,0,1,6,642,2
1,1,1,1,1,1,0,1,6,641,2
1,1,1,1,1,1,0,1,6,732,2
1,1,1,1,1,1,0,1,6,697,2
1,1,1,1,1,1,0,1,6,701,2
1,1,1,1,1,1,0,1,6,702,2
1,1,1,1,1,1,0,1,6,704,2
1,1,1,1,1,1,0,1,6,705,2
1,1,1,1,1,1,0,1,6,633,2
1,1,1,1,1,1,0,1,6,706,2
1,1,1,1,1,1,0,1,6,631,2
1,1,1,1,1,1,0,1,6,707,2
1,1,1,1,1,1,0,1,6,708,2
1,1,1,1,1,1,0,1,6,716,2
1,1,1,1,1,1,0,1,6,718,2
1,1,1,1,1,1,0,1,6,618,2
1,1,1,1,1,1,0,1,6,726,2
1,1,1,1,1,1,0,1,6,727,2
1,1,1,1,1,1,0,1,6,698,2
1,1,1,1,1,1,0,1,6,1002,1
1,1,1,1,1,1,0,1,6,1001,1
1,1,1,1,1,1,0,1,6,999,1
1,1,1,1,1,0,1,1,6,1026,3
1,1,1,1,1,0,1,1,6,1027,3
1,1,1,1,1,0,1,1,6,1028,3
1,1,1,1,1,0,1,1,6,1029,3
1,1,1,1,1,0,1,1,6,1030,3
1,1,1,1,1,0,1,1,6,1031,3
1,1,1,1,1,0,1,1,6,1033,3
1,1,1,1,1,0,1,1,6,1034,3
1,1,1,1,1,0,1,1,6,1035,3
1,1,1,1,1,0,1,1,6,1036,3
1,1,1,1,1,0,1,1,6,1037,3
1,1,1,1,1,0,1,1,6,1038,3
1,1,1,1,1,0,1,1,6,1039,3
1,1,1,1,1,0,1,1,6,1040,3
1,1,1,1,1,0,1,1,6,1025,3
1,1,1,1,1,0,1,1,6,1041,3
1,1,1,1,1,0,1,1,6,1043,3
1,1,1,1,1,0,1,1,6,1044,3
1,1,1,1,1,0,1,1,6,1045,3
1,1,1,1,1,0,1,1,6,1046,3
1,1,1,1,1,0,1,1,6,1047,3
1,1,1,1,1,0,1,1,6,1048,3
1,1,1,1,1,1,0,1,6,982,1
1,1,1,1,1,0,1,1,6,1050,3
1,1,1,1,1,0,1,1,6,1051,3
1,1,1,1,1,0,1,1,6,1052,3
1,1,1,1,1,0,1,1,6,1053,3
1,1,1,1,1,0,1,1,6,1054,3
1,1,1,1,1,0,1,1,6,1055,3
1,1,1,1,1,0,1,1,6,1056,3
1,1,1,1,1,0,1,1,6,1042,3
1,1,1,1,1,0,1,1,6,1024,3
1,1,1,1,1,0,1,1,6,1023,3
1,1,1,1,1,0,1,1,6,1022,3
1,1,1,1,1,1,0,1,6,998,1
1,1,1,1,1,1,0,1,6,997,1
1,1,1,1,1,1,0,1,6,996,1
1,1,1,1,1,1,0,1,6,995,1
1,1,1,1,1,1,0,1,6,994,1
1,1,1,1,1,1,0,1,6,988,1
1,1,1,1,1,1,0,1,6,987,1
1,1,1,1,1,1,0,1,6,986,1
1,1,1,1,1,1,0,1,6,985,1
1,1,1,1,1,1,0,1,6,984,1
1,1,1,1,1,1,0,1,6,983,1
1,1,1,1,1,1,0,1,6,982,1
1,1,1,1,1,1,0,1,6,981,1
1,1,1,1,1,1,0,1,6,980,1
1,1,1,1,1,1,0,1,6,979,1
1,1,1,1,1,1,0,1,6,978,1
1,1,1,1,1,1,0,1,6,977,1
1,1,1,1,1,0,1,1,6,1021,3
1,1,1,1,1,0,1,1,6,1020,3
1,1,1,1,1,0,1,1,6,1019,3
1,1,1,1,1,0,1,1,6,1018,3
1,1,1,0,1,1,1,1,6,974,2
1,1,1,0,1,1,1,1,6,976,2
1,1,1,1,1,0,1,1,6,1058,3
1,1,1,0,1,1,1,1,6,977,2
1,1,1,0,1,1,1,1,6,979,2
1,1,1,0,1,1,1,1,6,980,2
1,1,1,0,1,1,1,1,6,981,2
1,1,1,0,1,1,1,1,6,982,2
1,1,1,1,1,1,0,1,6,975,1
1,1,1,1,1,1,0,1,6,976,1
1,1,1,0,1,1,1,1,6,978,2
1,1,1,1,1,1,0,1,6,983,1
1,1,1,1,1,1,0,1,6,672,2
1,1,1,1,1,1,0,1,6,985,1
1,1,1,1,1,0,1,1,6,672,1
1,1,1,1,1,0,1,1,6,673,1
1,1,1,1,1,0,1,1,6,674,1
1,1,1,1,1,0,1,1,6,675,1
1,1,1,1,1,0,1,1,6,676,1
1,1,1,1,1,0,1,1,6,677,1
1,1,1,1,1,0,1,1,6,678,1
1,1,1,1,1,0,1,1,6,679,1
1,1,1,1,1,0,1,1,6,680,1
1,1,1,1,1,0,1,1,6,671,1
1,1,1,1,1,0,1,1,6,681,1
1,1,1,1,1,0,1,1,6,683,1
1,1,1,1,1,0,1,1,6,684,1
1,1,1,1,1,0,1,1,6,685,1
1,1,1,1,1,0,1,1,6,686,1
1,1,1,1,1,0,1,1,6,687,1
1,1,1,1,1,0,1,1,6,688,1
1,1,1,1,1,0,1,1,6,689,1
1,1,1,1,1,0,1,1,6,690,1
1,1,1,1,1,0,1,1,6,691,1
1,1,1,1,1,0,1,1,6,682,1
1,1,1,1,1,0,1,1,6,692,1
1,1,1,1,1,0,1,1,6,670,1
1,1,1,1,1,0,1,1,6,668,1
1,1,1,1,1,0,1,1,6,647,1
1,1,1,1,1,1,0,1,6,594,2
1,1,1,1,1,0,1,1,6,649,1
1,1,1,1,1,0,1,1,6,650,1
1,1,1,1,1,0,1,1,6,652,1
1,1,1,1,1,0,1,1,6,653,1
1,1,1,1,1,0,1,1,6,654,1
1,1,1,1,1,0,1,1,6,655,1
1,1,1,1,1,0,1,1,6,656,1
1,1,1,1,1,0,1,1,6,669,1
1,1,1,1,1,0,1,1,6,657,1
1,1,1,1,1,0,1,1,6,659,1
1,1,1,1,1,0,1,1,6,660,1
1,1,1,1,1,0,1,1,6,661,1
1,1,1,1,1,0,1,1,6,662,1
1,1,1,1,1,0,1,1,6,663,1
1,1,1,1,1,0,1,1,6,664,1
1,1,1,1,1,0,1,1,6,665,1
1,1,1,1,1,0,1,1,6,666,1
1,1,1,1,1,0,1,1,6,667,1
1,1,1,1,1,0,1,1,6,658,1
1,1,1,1,1,0,1,1,6,693,1
1,1,1,1,1,0,1,1,6,694,1
1,1,1,1,1,0,1,1,6,695,1
1,1,1,1,1,0,1,1,6,728,1
1,1,1,1,1,0,1,1,6,729,1
1,1,1,1,1,0,1,1,6,730,1
1,1,1,1,1,0,1,1,6,731,1
1,1,1,1,1,0,1,1,6,732,1
1,1,1,1,1,0,1,1,6,733,1
1,1,1,1,1,0,1,1,6,734,1
1,1,1,1,1,0,1,1,6,735,1
1,1,1,1,1,0,1,1,6,736,1
1,1,1,1,1,0,1,1,6,727,1
1,1,1,1,1,0,1,1,6,737,1
1,1,1,1,1,0,1,1,6,739,1
1,1,1,1,1,0,1,1,6,740,1
1,1,1,1,1,0,1,1,6,741,1
1,1,1,1,1,0,1,1,6,742,1
1,1,1,1,1,0,1,1,6,743,1
1,1,1,1,1,0,1,1,6,744,1
1,1,1,1,1,0,1,1,6,745,1
1,1,1,1,1,0,1,1,6,746,1
1,1,1,1,1,0,1,1,6,747,1
1,1,1,1,1,0,1,1,6,738,1
1,1,1,1,1,0,1,1,6,726,1
1,1,1,1,1,0,1,1,6,725,1
1,1,1,1,1,0,1,1,6,724,1
1,1,1,1,1,0,1,1,6,696,1
1,1,1,1,1,0,1,1,6,697,1
1,1,1,1,1,1,0,1,6,593,2
1,1,1,1,1,0,1,1,6,699,1
1,1,1,1,1,0,1,1,6,700,1
1,1,1,1,1,0,1,1,6,701,1
1,1,1,1,1,0,1,1,6,703,1
1,1,1,1,0,1,1,1,6,536,1
1,1,1,1,1,0,1,1,6,707,1
1,1,1,1,1,0,1,1,6,708,1
1,1,1,1,1,0,1,1,6,710,1
1,1,1,1,1,1,0,1,6,1013,1
1,1,1,1,1,1,0,1,6,1012,1
1,1,1,1,1,1,0,1,6,1011,1
1,1,1,1,1,0,1,1,6,717,1
1,1,1,1,1,0,1,1,6,718,1
1,1,1,1,1,0,1,1,6,719,1
1,1,1,1,1,0,1,1,6,720,1
1,1,1,1,1,0,1,1,6,721,1
1,1,1,1,1,0,1,1,6,722,1
1,1,1,1,1,0,1,1,6,723,1
1,1,1,1,1,0,1,1,6,640,1
1,1,1,1,1,0,1,1,6,749,1
1,1,1,1,1,0,1,1,6,639,1
1,1,1,1,1,0,1,1,6,634,1
0,1,1,1,1,1,1,1,6,550,1
0,1,1,1,1,1,1,1,6,551,1
0,1,1,1,1,1,1,1,6,552,1
0,1,1,1,1,1,1,1,6,553,1
0,1,1,1,1,1,1,1,6,554,1
0,1,1,1,1,1,1,1,6,555,1
0,1,1,1,1,1,1,1,6,556,1
0,1,1,1,1,1,1,1,6,557,1
0,1,1,1,1,1,1,1,6,558,1
0,1,1,1,1,1,1,1,6,549,1
0,1,1,1,1,1,1,1,6,559,1
0,1,1,1,1,1,1,1,6,561,1
0,1,1,1,1,1,1,1,6,562,1
0,1,1,1,1,1,1,1,6,563,1
0,1,1,1,1,1,1,1,6,564,1
0,1,1,1,1,1,1,1,6,565,1
0,1,1,1,1,1,1,1,6,566,1
0,1,1,1,1,1,1,1,6,567,1
0,1,1,1,1,1,1,1,6,568,1
0,1,1,1,1,1,1,1,6,569,1
0,1,1,1,1,1,1,1,6,560,1
0,1,1,1,1,1,1,1,6,570,1
0,1,1,1,1,1,1,1,6,548,1
0,1,1,1,1,1,1,1,6,546,1
1,1,1,1,1,1,0,1,6,636,2
1,1,1,1,1,1,0,1,6,635,2
1,1,1,1,1,1,0,1,6,628,2
1,1,1,1,1,1,0,1,6,625,2
1,1,1,1,1,1,0,1,6,624,2
1,1,1,1,1,1,0,1,6,622,2
1,1,1,1,1,1,0,1,6,621,2
1,1,1,1,1,1,0,1,6,620,2
1,1,1,1,1,1,0,1,6,523,1
0,1,1,1,1,1,1,1,6,547,1
1,1,1,1,1,1,0,1,6,524,1
0,1,1,1,1,1,1,1,6,534,1
0,1,1,1,1,1,1,1,6,535,1
0,1,1,1,1,1,1,1,6,536,1
0,1,1,1,1,1,1,1,6,538,1
0,1,1,1,1,1,1,1,6,539,1
0,1,1,1,1,1,1,1,6,541,1
0,1,1,1,1,1,1,1,6,543,1
0,1,1,1,1,1,1,1,6,544,1
0,1,1,1,1,1,1,1,6,545,1
0,1,1,1,1,1,1,1,6,533,1
0,1,1,1,1,1,1,1,6,571,1
0,1,1,1,1,1,1,1,6,572,1
0,1,1,1,1,1,1,1,6,573,1
1,0,1,1,1,1,1,1,6,613,1
1,0,1,1,1,1,1,1,6,614,1
1,0,1,1,1,1,1,1,6,615,1
1,0,1,1,1,1,1,1,6,616,1
1,0,1,1,1,1,1,1,6,617,1
1,0,1,1,1,1,1,1,6,618,1
1,0,1,1,1,1,1,1,6,619,1
1,0,1,1,1,1,1,1,6,620,1
1,0,1,1,1,1,1,1,6,621,1
1,0,1,1,1,1,1,1,6,612,1
1,0,1,1,1,1,1,1,6,623,1
1,0,1,1,1,1,1,1,6,625,1
1,0,1,1,1,1,1,1,6,626,1
1,0,1,1,1,1,1,1,6,627,1
1,0,1,1,1,1,1,1,6,628,1
1,0,1,1,1,1,1,1,6,629,1
1,0,1,1,1,1,1,1,6,630,1
1,0,1,1,1,1,1,1,6,631,1
0,1,1,1,1,1,1,1,6,632,1
1,1,1,1,1,1,0,1,6,604,2
1,0,1,1,1,1,1,1,6,624,1
1,0,1,1,1,1,1,1,6,611,1
1,0,1,1,1,1,1,1,6,610,1
1,0,1,1,1,1,1,1,6,609,1
0,1,1,1,1,1,1,1,6,574,1
0,1,1,1,1,1,1,1,6,575,1
0,1,1,1,1,1,1,1,6,576,1
0,1,1,1,1,1,1,1,6,577,1
0,1,1,1,1,1,1,1,6,578,1
1,1,1,1,1,1,0,1,6,610,2
1,1,1,1,1,1,0,1,6,607,2
1,0,1,1,1,1,1,1,6,594,1
1,0,1,1,1,1,1,1,6,595,1
1,0,1,1,1,1,1,1,6,596,1
1,0,1,1,1,1,1,1,6,597,1
1,0,1,1,1,1,1,1,6,598,1
1,0,1,1,1,1,1,1,6,599,1
1,0,1,1,1,1,1,1,6,600,1
1,0,1,1,1,1,1,1,6,602,1
1,0,1,1,1,1,1,1,6,603,1
1,0,1,1,1,1,1,1,6,604,1
1,0,1,1,1,1,1,1,6,605,1
1,0,1,1,1,1,1,1,6,606,1
1,0,1,1,1,1,1,1,6,607,1
1,1,1,1,1,1,0,1,6,984,1
1,1,1,1,1,0,1,1,6,635,1
1,1,1,1,1,0,1,1,6,750,1
1,0,1,1,1,1,1,1,6,608,1
1,1,1,1,1,1,0,1,6,995,1
1,1,1,1,1,1,0,1,6,990,1
1,1,1,1,1,0,1,1,6,753,1
1,1,1,1,1,0,1,1,6,754,1
1,1,1,1,1,0,1,1,6,755,1
1,1,1,1,1,0,1,1,6,756,1
1,1,1,1,1,0,1,1,6,757,1
1,1,1,1,1,0,1,1,6,758,1
1,1,1,1,1,1,0,1,6,989,1
1,1,1,1,1,0,1,1,6,751,1
1,1,1,1,1,1,0,1,6,986,1
1,1,1,1,1,1,0,1,6,991,1
1,1,1,1,1,1,0,1,6,987,1
1,1,1,1,1,1,0,1,6,992,1
1,1,1,1,1,1,0,1,6,993,1
1,1,1,1,1,1,0,1,6,994,1
1,1,1,1,1,1,0,1,6,996,1
1,1,1,1,1,1,0,1,6,999,1
1,1,1,1,1,1,0,1,6,997,1
1,1,1,1,1,1,0,1,6,988,1
1,1,1,1,1,1,0,1,6,1000,1
1,1,1,1,1,0,1,1,6,752,1
1,1,1,1,1,1,0,1,6,1005,1
1,1,1,1,1,1,0,1,6,1007,1
1,1,1,1,1,1,0,1,6,1006,1
1,1,1,1,1,0,1,1,6,762,1
1,1,1,1,1,1,0,1,6,1004,1
1,1,1,1,1,1,0,1,6,1003,1
1,1,1,1,1,1,0,1,6,1002,1
1,1,1,1,1,1,0,1,6,1008,1
1,1,1,1,1,1,0,1,6,1009,1
1,1,1,1,1,1,0,1,6,1001,1
1,1,1,1,1,0,1,1,6,760,1
1,1,1,1,1,1,0,1,6,998,1
1,1,1,1,1,0,1,1,6,759,1
1,1,1,1,1,0,1,1,6,761,1
0,1,1,1,1,1,0,2,5,615,1
0,1,1,1,1,1,0,2,5,614,1
0,1,1,1,1,1,0,2,5,616,1
0,1,1,1,1,1,0,2,5,619,1
0,1,1,1,0,1,1,2,5,562,1
0,1,1,1,0,1,1,2,5,561,1
0,1,1,1,0,1,1,2,5,560,1
0,1,1,1,1,1,0,2,5,617,1
0,1,1,1,0,1,1,2,5,559,1
0,1,1,1,1,1,0,2,5,613,1
0,1,1,1,1,1,0,2,5,618,1
0,1,1,1,1,1,0,2,5,612,1
1,0,1,1,1,0,1,2,5,940,1
0,1,1,1,1,1,0,2,5,610,1
0,1,1,1,1,1,0,2,5,582,1
0,1,1,1,1,1,0,2,5,583,1
0,1,1,1,1,1,0,2,5,584,1
0,1,1,1,1,1,0,2,5,585,1
0,1,1,1,1,1,0,2,5,586,1
0,1,1,1,1,1,0,2,5,587,1
0,1,1,1,1,1,0,2,5,588,1
0,1,1,1,1,1,0,2,5,589,1
0,1,1,1,1,1,0,2,5,590,1
0,1,1,1,1,1,0,2,5,591,1
0,1,1,1,1,1,0,2,5,592,1
0,1,1,1,1,1,0,2,5,593,1
0,1,1,1,1,1,0,2,5,594,1
0,1,1,1,1,1,0,2,5,595,1
0,1,1,1,1,1,0,2,5,596,1
0,1,1,1,1,1,0,2,5,597,1
0,1,1,1,1,1,0,2,5,598,1
0,1,1,1,1,1,0,2,5,599,1
0,1,1,1,1,1,0,2,5,600,1
0,1,1,1,1,1,0,2,5,601,1
0,1,1,1,1,1,0,2,5,602,1
0,1,1,1,1,1,0,2,5,603,1
0,1,1,1,1,1,0,2,5,604,1
0,1,1,1,1,1,0,2,5,605,1
0,1,1,1,1,1,0,2,5,606,1
0,1,1,1,1,1,0,2,5,620,1
0,1,1,1,1,1,0,2,5,607,1
0,1,1,1,1,1,0,2,5,608,1
0,1,1,1,1,1,0,2,5,609,1
0,1,1,1,1,1,0,2,5,611,1
0,1,1,1,1,1,0,2,5,621,1
0,1,1,1,1,1,0,2,5,632,1
0,1,1,1,1,1,0,2,5,623,1
1,1,1,0,1,1,0,2,5,1129,2
1,1,1,0,1,1,0,2,5,1130,2
1,1,1,0,1,1,0,2,5,1131,2
1,1,1,0,1,1,0,2,5,1132,2
1,1,1,0,1,1,0,2,5,1133,2
1,1,1,0,1,1,0,2,5,1134,2
1,1,1,0,1,1,0,2,5,1135,2
1,1,1,0,1,1,0,2,5,1136,2
1,1,1,0,1,1,0,2,5,1137,2
1,1,1,0,1,1,0,2,5,1138,2
1,1,1,0,1,1,0,2,5,1139,2
1,1,1,0,1,1,0,2,5,1140,2
1,1,1,0,1,1,0,2,5,1141,2
1,1,1,0,1,1,0,2,5,1142,2
1,1,1,0,1,1,0,2,5,1143,2
1,1,1,0,1,1,0,2,5,1144,2
1,1,1,0,1,1,0,2,5,1145,2
1,1,1,0,1,1,0,2,5,1146,2
1,1,1,0,1,1,0,2,5,1147,2
1,1,1,0,1,1,0,2,5,1148,2
1,1,1,0,1,1,0,2,5,1149,2
1,1,1,0,1,1,0,2,5,1150,2
1,1,1,0,1,1,0,2,5,1151,2
1,1,1,0,1,1,0,2,5,1152,2
1,1,1,0,1,1,0,2,5,1153,2
1,1,1,0,1,1,0,2,5,1154,2
1,1,1,0,1,1,0,2,5,1155,2
1,1,1,0,1,1,0,2,5,1128,2
1,1,1,0,1,1,0,2,5,1127,2
1,1,1,0,1,1,0,2,5,1126,2
1,1,1,0,1,1,0,2,5,1125,2
0,1,1,1,1,1,0,2,5,624,1
0,1,1,1,1,1,0,2,5,625,1
0,1,1,1,1,1,0,2,5,626,1
0,1,1,1,1,1,0,2,5,627,1
0,1,1,1,1,1,0,2,5,628,1
0,1,1,1,1,1,0,2,5,629,1
0,1,1,1,1,1,0,2,5,630,1
0,1,1,1,1,1,0,2,5,631,1
0,1,1,1,1,1,0,2,5,581,1
0,1,1,1,1,1,0,2,5,633,1
1,0,1,1,1,1,0,2,5,1087,2
1,1,1,1,1,0,0,2,5,742,1
1,1,1,0,1,1,0,2,5,1108,2
0,1,1,1,1,1,0,2,5,622,1
1,1,1,0,1,1,0,2,5,1109,2
1,1,1,0,1,1,0,2,5,1111,2
1,1,1,0,1,1,0,2,5,1112,2
1,1,1,0,1,1,0,2,5,1113,2
1,1,1,0,1,1,0,2,5,1114,2
1,1,1,0,1,1,0,2,5,1115,2
1,1,1,0,1,1,0,2,5,1116,2
1,1,1,0,1,1,0,2,5,1117,2
1,1,1,0,1,1,0,2,5,1118,2
1,1,1,0,1,1,0,2,5,1119,2
